Open,High,Low,Close,Adj Close,Volume,Ticker,Date
179.17999267578125,182.44000244140625,178.97000122070312,181.82000732421875,181.349365234375,70530000,AAPL,2023-11-07
182.3500061035156,183.4499969482422,181.58999633789065,182.88999938964844,182.4165954589844,49340300,AAPL,2023-11-08
182.9600067138672,184.1199951171875,181.80999755859375,182.41000366210935,181.93783569335935,53763500,AAPL,2023-11-09
183.97000122070312,186.57000732421875,183.52999877929688,186.3999938964844,186.16244506835935,66133400,AAPL,2023-11-10
185.82000732421875,186.02999877929688,184.2100067138672,184.8000030517578,184.5644989013672,43627500,AAPL,2023-11-13
187.6999969482422,188.11000061035156,186.3000030517578,187.44000244140625,187.2011260986328,60108400,AAPL,2023-11-14
187.8500061035156,189.5,187.77999877929688,188.0099945068359,187.7703857421875,53790500,AAPL,2023-11-15
189.57000732421875,190.9600067138672,188.6499938964844,189.7100067138672,189.46824645996097,54412900,AAPL,2023-11-16
190.25,190.3800048828125,188.57000732421875,189.69000244140625,189.44825744628903,50922700,AAPL,2023-11-17
189.88999938964844,191.91000366210935,189.8800048828125,191.4499969482422,191.2060089111328,46505100,AAPL,2023-11-20
191.41000366210935,191.52000427246097,189.7400054931641,190.63999938964844,190.3970489501953,38134500,AAPL,2023-11-21
191.4900054931641,192.92999267578125,190.8300018310547,191.30999755859375,191.06619262695312,39617700,AAPL,2023-11-22
190.8699951171875,190.8999938964844,189.25,189.97000122070312,189.7279052734375,24048300,AAPL,2023-11-24
189.9199981689453,190.6699981689453,188.8999938964844,189.7899932861328,189.54812622070312,40552600,AAPL,2023-11-27
189.77999877929688,191.0800018310547,189.3999938964844,190.3999938964844,190.1573486328125,38415400,AAPL,2023-11-28
190.8999938964844,192.08999633789065,188.97000122070312,189.3699951171875,189.128662109375,43014200,AAPL,2023-11-29
189.83999633789065,190.32000732421875,188.19000244140625,189.9499969482422,189.7079162597656,48794400,AAPL,2023-11-30
190.3300018310547,191.55999755859375,189.22999572753903,191.2400054931641,190.9962921142578,45679300,AAPL,2023-12-01
189.97999572753903,190.0500030517578,187.4499969482422,189.42999267578125,189.18858337402344,43389500,AAPL,2023-12-04
190.2100067138672,194.3999938964844,190.17999267578125,193.4199981689453,193.1735076904297,66628400,AAPL,2023-12-05
194.4499969482422,194.7599945068359,192.11000061035156,192.32000732421875,192.07492065429688,41089700,AAPL,2023-12-06
193.6300048828125,195.0,193.58999633789065,194.27000427246097,194.02243041992188,47477700,AAPL,2023-12-07
194.1999969482422,195.9900054931641,193.6699981689453,195.7100067138672,195.46058654785156,53377300,AAPL,2023-12-08
193.11000061035156,193.4900054931641,191.4199981689453,193.17999267578125,192.93380737304688,60943700,AAPL,2023-12-11
193.0800018310547,194.72000122070312,191.72000122070312,194.7100067138672,194.4618682861328,52696900,AAPL,2023-12-12
195.08999633789065,198.0,194.8500061035156,197.9600067138672,197.7077178955078,70404200,AAPL,2023-12-13
198.02000427246097,199.6199951171875,196.16000366210935,198.11000061035156,197.85752868652344,66831600,AAPL,2023-12-14
197.52999877929688,198.3999938964844,197.0,197.57000732421875,197.31822204589844,128256700,AAPL,2023-12-15
196.08999633789065,196.6300048828125,194.38999938964844,195.88999938964844,195.64035034179688,55751900,AAPL,2023-12-18
196.16000366210935,196.9499969482422,195.88999938964844,196.94000244140625,196.68902587890625,40714100,AAPL,2023-12-19
196.8999938964844,197.67999267578125,194.8300018310547,194.8300018310547,194.5817108154297,52242800,AAPL,2023-12-20
196.1000061035156,197.0800018310547,193.5,194.67999267578125,194.431884765625,46482500,AAPL,2023-12-21
195.17999267578125,195.41000366210935,192.97000122070312,193.6000061035156,193.3532867431641,37122800,AAPL,2023-12-22
193.61000061035156,193.88999938964844,192.8300018310547,193.0500030517578,192.80398559570312,28919300,AAPL,2023-12-26
192.4900054931641,193.5,191.08999633789065,193.1499938964844,192.90383911132812,48087700,AAPL,2023-12-27
194.13999938964844,194.66000366210935,193.1699981689453,193.5800018310547,193.3332977294922,34049900,AAPL,2023-12-28
193.8999938964844,194.3999938964844,191.72999572753903,192.52999877929688,192.28463745117188,42628800,AAPL,2023-12-29
187.1499938964844,188.44000244140625,183.88999938964844,185.63999938964844,185.4034118652344,82488700,AAPL,2024-01-02
184.22000122070312,185.8800048828125,183.42999267578125,184.25,184.01519775390625,58414500,AAPL,2024-01-03
182.1499938964844,183.08999633789065,180.8800048828125,181.91000366210935,181.6781768798828,71983600,AAPL,2024-01-04
181.9900054931641,182.7599945068359,180.1699981689453,181.17999267578125,180.9490966796875,62303300,AAPL,2024-01-05
182.08999633789065,185.6000061035156,181.5,185.55999755859375,185.32351684570312,59144500,AAPL,2024-01-08
183.9199981689453,185.1499938964844,182.72999572753903,185.13999938964844,184.904052734375,42841800,AAPL,2024-01-09
184.3500061035156,186.3999938964844,183.9199981689453,186.19000244140625,185.9527130126953,46792900,AAPL,2024-01-10
186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789065,185.35348510742188,49128400,AAPL,2024-01-11
186.05999755859375,186.7400054931641,185.19000244140625,185.9199981689453,185.6830596923828,40444700,AAPL,2024-01-12
182.16000366210935,184.2599945068359,180.92999267578125,183.6300048828125,183.39598083496097,65603000,AAPL,2024-01-16
181.27000427246097,182.92999267578125,180.3000030517578,182.67999267578125,182.4471893310547,47317400,AAPL,2024-01-17
186.08999633789065,189.13999938964844,185.8300018310547,188.6300048828125,188.38961791992188,78005800,AAPL,2024-01-18
189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,191.3158721923828,68741000,AAPL,2024-01-19
192.3000030517578,195.3300018310547,192.2599945068359,193.88999938964844,193.6428985595703,60133900,AAPL,2024-01-22
195.02000427246097,195.75,193.8300018310547,195.17999267578125,194.93125915527344,42355600,AAPL,2024-01-23
195.4199981689453,196.3800048828125,194.33999633789065,194.5,194.2521209716797,53631300,AAPL,2024-01-24
195.22000122070312,196.27000427246097,193.11000061035156,194.1699981689453,193.92254638671875,54822100,AAPL,2024-01-25
194.27000427246097,194.7599945068359,191.94000244140625,192.4199981689453,192.17477416992188,44594000,AAPL,2024-01-26
192.0099945068359,192.1999969482422,189.5800018310547,191.72999572753903,191.48565673828125,47145600,AAPL,2024-01-29
190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,187.80035400390625,55859400,AAPL,2024-01-30
187.0399932861328,187.1000061035156,184.3500061035156,184.3999938964844,184.1649932861328,55467800,AAPL,2024-01-31
183.9900054931641,186.9499969482422,183.82000732421875,186.86000061035156,186.6218719482422,64885400,AAPL,2024-02-01
179.86000061035156,187.3300018310547,179.25,185.8500061035156,185.6131591796875,102518000,AAPL,2024-02-02
188.1499938964844,189.25,185.83999633789065,187.67999267578125,187.44081115722656,69668800,AAPL,2024-02-05
186.86000061035156,189.30999755859375,186.77000427246097,189.3000030517578,189.0587615966797,43490800,AAPL,2024-02-06
190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210935,189.1686248779297,53439000,AAPL,2024-02-07
189.38999938964844,189.5399932861328,187.3500061035156,188.32000732421875,188.08001708984375,40962000,AAPL,2024-02-08
188.6499938964844,189.9900054931641,188.0,188.8500061035156,188.8500061035156,45155200,AAPL,2024-02-09
188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,187.1499938964844,41781900,AAPL,2024-02-12
185.77000427246097,186.2100067138672,183.5099945068359,185.0399932861328,185.0399932861328,56529500,AAPL,2024-02-13
185.32000732421875,185.52999877929688,182.44000244140625,184.1499938964844,184.1499938964844,54630500,AAPL,2024-02-14
183.5500030517578,184.4900054931641,181.3500061035156,183.86000061035156,183.86000061035156,65434500,AAPL,2024-02-15
183.4199981689453,184.8500061035156,181.6699981689453,182.30999755859375,182.30999755859375,49701400,AAPL,2024-02-16
181.7899932861328,182.42999267578125,180.0,181.55999755859375,181.55999755859375,53665600,AAPL,2024-02-20
181.94000244140625,182.88999938964844,180.66000366210935,182.32000732421875,182.32000732421875,41529700,AAPL,2024-02-21
183.47999572753903,184.9600067138672,182.4600067138672,184.3699951171875,184.3699951171875,52292200,AAPL,2024-02-22
185.0099945068359,185.0399932861328,182.22999572753903,182.52000427246097,182.52000427246097,45119700,AAPL,2024-02-23
182.2400054931641,182.7599945068359,180.6499938964844,181.16000366210935,181.16000366210935,40867400,AAPL,2024-02-26
181.1000061035156,183.9199981689453,179.55999755859375,182.6300048828125,182.6300048828125,54318900,AAPL,2024-02-27
182.5099945068359,183.1199951171875,180.1300048828125,181.4199981689453,181.4199981689453,48953900,AAPL,2024-02-28
