Open,High,Low,Close,Adj Close,Volume,Ticker,Date
359.3999938964844,362.4599914550781,357.6300048828125,360.5299987792969,359.1356201171875,25833900,MSFT,2023-11-07
361.67999267578125,363.8699951171875,360.54998779296875,363.20001220703125,361.7952880859375,26767800,MSFT,2023-11-08
362.29998779296875,364.7900085449219,360.3599853515625,360.69000244140625,359.29498291015625,24847300,MSFT,2023-11-09
361.489990234375,370.1000061035156,361.07000732421875,369.6700134277344,368.2402648925781,28042100,MSFT,2023-11-10
368.2200012207031,368.4700012207031,365.8999938964844,366.67999267578125,365.2618103027344,19986500,MSFT,2023-11-13
371.010009765625,371.95001220703125,367.3500061035156,370.2699890136719,368.8379211425781,27683900,MSFT,2023-11-14
371.2799987792969,373.1300048828125,367.1099853515625,369.6700134277344,368.9876708984375,26860100,MSFT,2023-11-15
370.9599914550781,376.3500061035156,370.17999267578125,376.1700134277344,375.4756774902344,27182300,MSFT,2023-11-16
373.6099853515625,374.3699951171875,367.0,369.8500061035156,369.1673278808594,40157000,MSFT,2023-11-17
371.2200012207031,378.8699951171875,371.0,377.44000244140625,376.7433166503906,52465100,MSFT,2023-11-20
375.6700134277344,376.2200012207031,371.1199951171875,373.07000732421875,372.3813781738281,28423100,MSFT,2023-11-21
378.0,379.7900085449219,374.9700012207031,377.8500061035156,377.1525573730469,23345300,MSFT,2023-11-22
377.3299865722656,377.9700012207031,375.1400146484375,377.42999267578125,376.7333068847656,10176600,MSFT,2023-11-24
376.7799987792969,380.6400146484375,376.20001220703125,378.6099853515625,377.9111328125,22179200,MSFT,2023-11-27
378.3500061035156,383.0,378.1600036621094,382.70001220703125,381.9936218261719,20453100,MSFT,2023-11-28
383.760009765625,384.29998779296875,377.44000244140625,378.8500061035156,378.15069580078125,28963400,MSFT,2023-11-29
378.489990234375,380.0899963378906,375.4700012207031,378.9100036621094,378.2106018066406,30554400,MSFT,2023-11-30
376.760009765625,378.1600036621094,371.30999755859375,374.510009765625,373.8187255859375,33020400,MSFT,2023-12-01
369.1000061035156,369.5199890136719,362.8999938964844,369.1400146484375,368.4586486816406,32063300,MSFT,2023-12-04
366.45001220703125,373.0799865722656,365.6199951171875,372.5199890136719,371.8323669433594,23065000,MSFT,2023-12-05
373.5400085449219,374.17999267578125,368.0299987792969,368.79998779296875,368.1192321777344,21182100,MSFT,2023-12-06
368.2300109863281,371.45001220703125,366.32000732421875,370.95001220703125,370.2652893066406,23118900,MSFT,2023-12-07
369.20001220703125,374.4599914550781,368.2300109863281,374.2300109863281,373.53924560546875,20144800,MSFT,2023-12-08
368.4800109863281,371.6000061035156,366.1000061035156,371.29998779296875,370.6146240234375,27708800,MSFT,2023-12-11
370.8500061035156,374.4200134277344,370.4599914550781,374.3800048828125,373.68896484375,24838300,MSFT,2023-12-12
376.0199890136719,377.6400146484375,370.7699890136719,374.3699951171875,373.678955078125,30955500,MSFT,2023-12-13
373.30999755859375,373.760009765625,364.1300048828125,365.92999267578125,365.2545471191406,43277500,MSFT,2023-12-14
366.8500061035156,372.3999938964844,366.2799987792969,370.7300109863281,370.04571533203125,78478200,MSFT,2023-12-15
369.45001220703125,373.0,368.67999267578125,372.6499938964844,371.9621276855469,21802900,MSFT,2023-12-18
371.489990234375,373.260009765625,369.8399963378906,373.260009765625,372.571044921875,20603700,MSFT,2023-12-19
375.0,376.0299987792969,370.5299987792969,370.6199951171875,369.9358825683594,26316700,MSFT,2023-12-20
372.55999755859375,374.4100036621094,370.0400085449219,373.5400085449219,372.85052490234375,17708000,MSFT,2023-12-21
373.67999267578125,375.17999267578125,372.7099914550781,374.5799865722656,373.8885803222656,17091100,MSFT,2023-12-22
375.0,376.94000244140625,373.5,374.6600036621094,373.96844482421875,12673100,MSFT,2023-12-26
373.69000244140625,375.05999755859375,372.80999755859375,374.07000732421875,373.3795471191406,14905400,MSFT,2023-12-27
375.3699951171875,376.4599914550781,374.1600036621094,375.2799987792969,374.5872802734375,14327000,MSFT,2023-12-28
376.0,377.1600036621094,373.4800109863281,376.0400085449219,375.34588623046875,18723000,MSFT,2023-12-29
373.8599853515625,375.8999938964844,366.7699890136719,370.8699951171875,370.1854248046875,25258600,MSFT,2024-01-02
369.010009765625,373.260009765625,368.510009765625,370.6000061035156,369.9159240722656,23083500,MSFT,2024-01-03
370.6700134277344,373.1000061035156,367.1700134277344,367.94000244140625,367.2608337402344,20901500,MSFT,2024-01-04
368.9700012207031,372.05999755859375,366.5,367.75,367.0711975097656,20987000,MSFT,2024-01-05
369.29998779296875,375.20001220703125,369.010009765625,374.69000244140625,373.9983825683594,23134000,MSFT,2024-01-08
372.010009765625,375.989990234375,371.19000244140625,375.7900085449219,375.09637451171875,20830000,MSFT,2024-01-09
376.3699951171875,384.1700134277344,376.32000732421875,382.7699890136719,382.0634460449219,25514200,MSFT,2024-01-10
386.0,390.67999267578125,380.3800048828125,384.6300048828125,383.9200439453125,27850800,MSFT,2024-01-11
385.489990234375,388.67999267578125,384.6499938964844,388.4700012207031,387.7529602050781,21645700,MSFT,2024-01-12
393.6600036621094,394.0299987792969,387.6199951171875,390.2699890136719,389.54962158203125,27202300,MSFT,2024-01-16
387.9800109863281,390.1099853515625,384.80999755859375,389.4700012207031,388.7510986328125,22234100,MSFT,2024-01-17
391.7200012207031,393.989990234375,390.1199951171875,393.8699951171875,393.1429748535156,23392100,MSFT,2024-01-18
395.760009765625,398.6700134277344,393.5,398.6700134277344,397.93414306640625,29272000,MSFT,2024-01-19
400.0199890136719,400.6199951171875,393.5899963378906,396.510009765625,395.7781066894531,27016900,MSFT,2024-01-22
395.75,399.3800048828125,393.92999267578125,398.8999938964844,398.1636962890625,20525900,MSFT,2024-01-23
401.5400085449219,405.6300048828125,400.45001220703125,402.55999755859375,401.8169250488281,24867000,MSFT,2024-01-24
404.32000732421875,407.010009765625,402.5299987792969,404.8699951171875,404.1226806640625,21021200,MSFT,2024-01-25
404.3699951171875,406.1700134277344,402.42999267578125,403.92999267578125,403.1844177246094,17803300,MSFT,2024-01-26
406.05999755859375,409.9800109863281,404.3299865722656,409.7200012207031,408.9637145996094,24510200,MSFT,2024-01-29
412.260009765625,413.04998779296875,406.45001220703125,408.5899963378906,407.8358154296875,33477600,MSFT,2024-01-30
406.9599914550781,415.32000732421875,397.2099914550781,397.5799865722656,396.84613037109375,47871100,MSFT,2024-01-31
401.8299865722656,408.0,401.79998779296875,403.7799987792969,403.0346984863281,30657700,MSFT,2024-02-01
403.80999755859375,412.6499938964844,403.55999755859375,411.2200012207031,410.4609680175781,28245000,MSFT,2024-02-02
409.8999938964844,411.1600036621094,403.989990234375,405.6499938964844,404.9012451171875,25352300,MSFT,2024-02-05
405.8800048828125,407.9700012207031,402.9100036621094,405.489990234375,404.74151611328125,18382600,MSFT,2024-02-06
407.44000244140625,414.29998779296875,407.3999938964844,414.04998779296875,413.28570556640625,22340500,MSFT,2024-02-07
414.04998779296875,415.55999755859375,412.5299987792969,414.1099853515625,413.3456115722656,21225300,MSFT,2024-02-08
415.25,420.82000732421875,415.0899963378906,420.54998779296875,419.7737121582031,22032800,MSFT,2024-02-09
420.55999755859375,420.739990234375,414.75,415.260009765625,414.4934997558594,21202900,MSFT,2024-02-12
404.94000244140625,410.07000732421875,403.3900146484375,406.32000732421875,405.57000732421875,27824900,MSFT,2024-02-13
408.07000732421875,409.8399963378906,404.57000732421875,409.489990234375,409.489990234375,20401200,MSFT,2024-02-14
408.1400146484375,409.1300048828125,404.2900085449219,406.55999755859375,406.55999755859375,21825500,MSFT,2024-02-15
407.9599914550781,408.2900085449219,403.44000244140625,404.05999755859375,404.05999755859375,22281100,MSFT,2024-02-16
403.239990234375,404.489990234375,398.010009765625,402.7900085449219,402.7900085449219,24307900,MSFT,2024-02-20
400.1700134277344,402.2900085449219,397.2200012207031,402.17999267578125,402.17999267578125,18631100,MSFT,2024-02-21
410.19000244140625,412.8299865722656,408.57000732421875,411.6499938964844,411.6499938964844,27009900,MSFT,2024-02-22
415.6700134277344,415.8599853515625,408.9700012207031,410.3399963378906,410.3399963378906,16295900,MSFT,2024-02-23
411.4599914550781,412.1600036621094,407.3599853515625,407.5400085449219,407.5400085449219,16193500,MSFT,2024-02-26
